"RegionName","week","mean"
"Pennsylvania","28",40.74
"Pennsylvania","29",45.2371428571429
"South Carolina","01",0
"South Carolina","02",0
"South Carolina","03",0
"South Carolina","04",0
"South Carolina","05",0
"South Carolina","06",0
"South Carolina","07",0
"South Carolina","08",0
"South Carolina","09",7.93571428571429
"South Carolina","10",11.11
"South Carolina","11",13.0942857142857
"South Carolina","12",39.0242857142857
"South Carolina","13",47.6171428571429
"South Carolina","14",60.5814285714286
"South Carolina","15",70.1057142857143
"South Carolina","16",70.37
"South Carolina","17",66.67
"South Carolina","18",61.9085714285714
"South Carolina","19",51.85
"South Carolina","20",51.85
"South Carolina","21",50.2642857142857
"South Carolina","22",46.1642857142857
"South Carolina","23",45.37
"South Carolina","24",32.1414285714286
"South Carolina","25",22.22
"South Carolina","26",22.22
"South Carolina","27",22.22
"South Carolina","28",22.22
"South Carolina","29",22.22
"South Dakota","01",0
"South Dakota","02",0
"South Dakota","03",0
"South Dakota","04",0
"South Dakota","05",0
"South Dakota","06",0
"South Dakota","07",0
"South Dakota","08",0
"South Dakota","09",6.34857142857143
"South Dakota","10",12.3
"South Dakota","11",24.3357142857143
"South Dakota","12",35.19
"South Dakota","13",57.41
"South Dakota","14",57.41
"South Dakota","15",59.26
"South Dakota","16",59.26
"South Dakota","17",59.26
"South Dakota","18",34.9228571428571
"South Dakota","19",22.22
"South Dakota","20",22.22
"South Dakota","21",22.22
"South Dakota","22",22.22
"South Dakota","23",22.22
"South Dakota","24",22.22
"South Dakota","25",22.22
"South Dakota","26",22.22
"South Dakota","27",22.22
"South Dakota","28",22.22
"South Dakota","29",22.22
"Tennessee","01",0
"Tennessee","02",0
"Tennessee","03",0
"Tennessee","04",0
"Tennessee","05",0
"Tennessee","06",0
"Tennessee","07",0
"Tennessee","08",0
"Tennessee","09",0
"Tennessee","10",3.17714285714286
"Tennessee","11",13.0985714285714
"Tennessee","12",41.1385714285714
"Tennessee","13",58.33
"Tennessee","14",62.96
"Tennessee","15",62.96
"Tennessee","16",62.96
"Tennessee","17",62.96
"Tennessee","18",57.4085714285714
"Tennessee","19",53.5757142857143
"Tennessee","20",50.93
"Tennessee","21",48.9457142857143
"Tennessee","22",46.3
"Tennessee","23",46.3
"Tennessee","24",46.3
"Tennessee","25",46.3
"Tennessee","26",46.3
"Tennessee","27",46.3
"Tennessee","28",46.3
"Tennessee","29",46.3
"Texas","01",0
"Texas","02",0
"Texas","03",0
"Texas","04",0
"Texas","05",2.38285714285714
"Texas","06",2.78
"Texas","07",2.78
"Texas","08",2.78
"Texas","09",2.78
"Texas","10",2.78
"Texas","11",10.5171428571429
"Texas","12",36.9028571428571
"Texas","13",55.1557142857143
"Texas","14",71.2971428571429
"Texas","15",72.69
"Texas","16",72.69
"Texas","17",71.1
"Texas","18",68.1871428571429
"Texas","19",66.6014285714286
"Texas","20",65.28
"Texas","21",62.1028571428571
"Texas","22",56.1485714285714
"Texas","23",45.2342857142857
"Texas","24",44.44
"Texas","25",44.44
"Texas","26",55.29
"Texas","27",55.9528571428571
"Texas","28",56.02
"Texas","29",56.02
"Utah","01",0
"Utah","02",0
"Utah","03",0
"Utah","04",0
"Utah","05",0
"Utah","06",0
"Utah","07",0
"Utah","08",0
"Utah","09",5.56
"Utah","10",8.73142857142857
"Utah","11",11.11
"Utah","12",38.3614285714286
"Utah","13",42.3257142857143
"Utah","14",51.85
"Utah","15",51.85
"Utah","16",49.4714285714286
"Utah","17",46.3
"Utah","18",43.5185714285714
"Utah","19",39.81
"Utah","20",38.7528571428571
"Utah","21",36.11
"Utah","22",40.0814285714286
"Utah","23",41.67
"Utah","24",39.8828571428571
"Utah","25",37.5
"Utah","26",37.5
"Utah","27",37.5
"Utah","28",37.5
"Utah","29",34.3242857142857
"Vermont","01",0
"Vermont","02",0
"Vermont","03",0
"Vermont","04",0
"Vermont","05",4.76571428571429
"Vermont","06",5.56
"Vermont","07",5.56
"Vermont","08",5.56
"Vermont","09",5.56
"Vermont","10",8.73142857142857
"Vermont","11",23.0157142857143
"Vermont","12",53.3057142857143
"Vermont","13",73.6814285714286
"Vermont","14",75.93
"Vermont","15",75.93
"Vermont","16",75.93
"Vermont","17",72.22
"Vermont","18",72.22
"Vermont","19",69.5771428571429
"Vermont","20",68.52
"Vermont","21",68.52
"Vermont","22",68.52
"Vermont","23",65.74
"Vermont","24",65.74
"Vermont","25",65.74
"Vermont","26",65.74
"Vermont","27",65.74
"Vermont","28",65.74
"Vermont","29",65.74
"Virgin Islands","01",0
"Virgin Islands","02",0
"Virgin Islands","03",0
"Virgin Islands","04",0
"Virgin Islands","05",0
"Virgin Islands","06",0
"Virgin Islands","07",0
"Virgin Islands","08",0
"Virgin Islands","09",0
"Virgin Islands","10",0
"Virgin Islands","11",3.57
"Virgin Islands","12",18.6485714285714
"Virgin Islands","13",53.7042857142857
"Virgin Islands","14",57.41
"Virgin Islands","15",57.41
"Virgin Islands","16",57.41
"Virgin Islands","17",57.41
"Virgin Islands","18",57.41
"Virgin Islands","19",37.04
"Virgin Islands","20",37.04
"Virgin Islands","21",37.04
"Virgin Islands","22",37.04
"Virgin Islands","23",33.33
"Virgin Islands","24",33.33
"Virgin Islands","25",33.33
"Virgin Islands","26",33.33
"Virgin Islands","27",33.33
"Virgin Islands","28",39.6785714285714
"Virgin Islands","29",44.44
"Virginia","01",0
"Virginia","02",0
"Virginia","03",0
"Virginia","04",0
"Virginia","05",0
"Virginia","06",0
"Virginia","07",0
"Virginia","08",0
"Virginia","09",0
"Virginia","10",1.58857142857143
"Virginia","11",15.08
"Virginia","12",33.33
"Virginia","13",52.7785714285714
"Virginia","14",68.52
"Virginia","15",68.52
"Virginia","16",68.52
"Virginia","17",68.52
"Virginia","18",71.3
"Virginia","19",71.3
"Virginia","20",68.1242857142857
"Virginia","21",63.89
"Virginia","22",63.89
"Virginia","23",62.1028571428571
"Virginia","24",59.72
"Virginia","25",59.72
"Virginia","26",59.72
"Virginia","27",54.0985714285714
"Virginia","28",51.85
"Virginia","29",51.85
"Washington","01",0
"Washington","02",0
"Washington","03",0
"Washington","04",0
"Washington","05",0
"Washington","06",0
"Washington","07",0
"Washington","08",0
"Washington","09",1.58857142857143
"Washington","10",10.1885714285714
"Washington","11",18.9828571428571
"Washington","12",43.7828571428571
"Washington","13",64.9471428571429
"Washington","14",65.74
"Washington","15",65.74
"Washington","16",65.74
"Washington","17",65.74
"Washington","18",65.74
"Washington","19",58.5971428571429
"Washington","20",57.87
"Washington","21",57.87
"Washington","22",57.87
"Washington","23",50.46
"Washington","24",50.46
"Washington","25",47.2857142857143
"Washington","26",39.35
"Washington","27",39.35
"Washington","28",39.35
"Washington","29",39.35
"West Virginia","01",0
"West Virginia","02",0
"West Virginia","03",0
"West Virginia","04",0
"West Virginia","05",0
"West Virginia","06",0
"West Virginia","07",0
"West Virginia","08",0
"West Virginia","09",0
"West Virginia","10",0
"West Virginia","11",14.2871428571429
"West Virginia","12",34.13
"West Virginia","13",68.52
"West Virginia","14",74.07
"West Virginia","15",74.07
"West Virginia","16",74.07
"West Virginia","17",74.07
"West Virginia","18",71.9557142857143
"West Virginia","19",63.89
"West Virginia","20",63.89
"West Virginia","21",60.7128571428571
"West Virginia","22",58.33
"West Virginia","23",58.33
"West Virginia","24",58.33
"West Virginia","25",58.33
"West Virginia","26",58.33
"West Virginia","27",50.3942857142857
"West Virginia","28",47.22
"West Virginia","29",56.7428571428571
"Wisconsin","01",0
"Wisconsin","02",0
"Wisconsin","03",2.38285714285714
"Wisconsin","04",5.56
"Wisconsin","05",5.56
"Wisconsin","06",5.56
"Wisconsin","07",5.56
"Wisconsin","08",5.56
"Wisconsin","09",5.56
"Wisconsin","10",5.56
"Wisconsin","11",7.14285714285714
"Wisconsin","12",39.02
"Wisconsin","13",60.8442857142857
"Wisconsin","14",67.59
"Wisconsin","15",67.59
"Wisconsin","16",69.9728571428572
"Wisconsin","17",68.7842857142857
"Wisconsin","18",62.6985714285714
"Wisconsin","19",61.11
"Wisconsin","20",54.2957142857143
"Wisconsin","21",49.1385714285714
"Wisconsin","22",36.7042857142857
"Wisconsin","23",34.72
"Wisconsin","24",34.72
"Wisconsin","25",25
"Wisconsin","26",30.5542857142857
"Wisconsin","27",34.72
"Wisconsin","28",34.72
"Wisconsin","29",34.72
"Wyoming","01",0
"Wyoming","02",0
"Wyoming","03",0
"Wyoming","04",0
"Wyoming","05",0
"Wyoming","06",4.76571428571429
"Wyoming","07",5.56
"Wyoming","08",5.56
"Wyoming","09",5.56
"Wyoming","10",11.11
"Wyoming","11",11.11
"Wyoming","12",27.6457142857143
"Wyoming","13",41.7971428571429
"Wyoming","14",46.8228571428571
"Wyoming","15",52.38
"Wyoming","16",58.33
"Wyoming","17",58.33
"Wyoming","18",58.33
"Wyoming","19",56.7442857142857
"Wyoming","20",51.5885714285714
"Wyoming","21",50
"Wyoming","22",53.9714285714286
"Wyoming","23",55.56
"Wyoming","24",55.56
"Wyoming","25",37.04
"Wyoming","26",37.04
"Wyoming","27",37.04
"Wyoming","28",37.04
"Wyoming","29",37.04
